CS_ESCOL_N
""
chi-squared test
""
var,chi2,p,dof
CS_ESCOL_N,205321.4323796889,0.0,132
table
""
observed quantities
""
5,0.009149159998724855,0.05833784946922121,0.026618636233223882,0.03391883706844337,0.08967451943001052,0.05652076891198317,0.0843189135770984,0.2322037680512608,0.031591698810927986,0.07523351079090822,0.18891262074022125,0.11351971691797634
6,0.007101891112123442,0.04984172594643212,0.04229596663980096,0.029528915676723784,0.07597154571258366,0.04651271448762426,0.07953417201060611,0.18242982794267093,0.023817032857927134,0.04738877013467895,0.2794967936363318,0.13608064384249688
7,0.004391158367215045,0.03738017825801154,0.05326935462809058,0.02231877065272002,0.06865832848254935,0.04031499478771272,0.06301445054081631,0.156326565844136,0.01857167835650274,0.03770995779264614,0.3773054134749246,0.12073914881467497
8,0.004136193058865423,0.04054017037828362,0.29086202646067877,0.020872709343413592,0.058769551045005065,0.025529350535513737,0.039937546224011834,0.09058536718985401,0.01108006683649711,0.020763141315364178,0.30088750102720024,0.0960363765853124
9,0.0026521474593987427,0.018658637420240567,0.2161968205432222,0.012153075711009532,0.031934975584642505,0.017691383640930435,0.02485218178130704,0.07011029813257617,0.00800324498042091,0.018221813132810183,0.4687436621476154,0.1107817594658263
10,0.02611172275142406,0.11784979177636302,0.010913790627542962,0.06337657364415299,0.0847254798717151,0.05988224594322914,0.04537839260925758,0.1439136470250347,0.012062610693600114,0.05267818677899574,0.2759561533674788,0.10715140491120578
11,0.003137465409212487,0.02950513193088321,0.08352691834260381,0.01728845246138326,0.05383205767753519,0.03180501439161862,0.0520273209377227,0.12270358818684116,0.012642412238891614,0.024636970263491563,0.45488620903478977,0.1140084591250266
12,0.004376697856927256,0.04480455780259583,0.050520676124358586,0.02837307576214911,0.09298596438273468,0.04753999396317537,0.08626999698158769,0.2212118925445216,0.036145487473588894,0.07962948988831875,0.21068517959553276,0.09745698762450951
table
""
expected frequencies
""
binary_pred,0.0,1.0,10.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,nan
0,650.1725812756531,4809.726434295394,9052.204058896345,2825.1678545833606,8040.20914391817,4585.618111277608,7345.879469672292,18378.950043651053,2344.8302462701154,4906.01547983582,37584.3318339957,12815.89474232849
1,169.30221187048016,1252.432580624145,2357.155951527787,735.6618541924555,2093.6367222620365,1194.0757137272788,1912.8361886767868,4785.801468499577,610.5839566095511,1277.505844028927,9786.802295915044,3337.2052120659328
2,808.1107270831976,5978.092029448172,11251.140719265099,3511.449905531305,9993.314766434296,5699.543925337155,9130.32042608639,22843.51433839338,2914.4299986969836,6097.771346667535,46714.214963841296,15929.096853215193
3,640.6269952439899,4739.1118639650795,8919.30304905857,2783.689816926184,7922.1658577106,4518.293813929246,7238.030067105349,18109.117304058895,2310.40434230243,4833.987230438465,37032.532998892435,12627.736660368753
4,703.8951853540947,5207.145575607531,9800.171581210503,3058.6064499315917,8704.557326210177,4964.519580428692,7952.856425825787,19897.569999348492,2538.579399309401,5311.390813733794,40689.85833083589,13874.849332204052
5,179.9492116750277,1331.1949859925728,2505.39169326992,781.9258192716138,2225.3003876474036,1269.1681992312203,2033.1297530783766,5086.76875496775,648.9820802658154,1357.845045279823,10402.270227376377,3547.0738419441004
6,491.110075574956,3633.043257541208,6837.613193041892,2134.0001693921427,6073.199384324712,3463.7622718092384,5548.7350980519905,13882.602565639456,1771.1755195778226,3705.7755163202814,28389.453168284577,9680.529780441722
7,2591.8618053293376,19173.595746954197,36085.8987751645,11262.309218841618,32051.660723825655,18280.205561925857,29283.77014398332,73266.23732230112,9347.481161639194,19557.44444589224,149826.97973548766,51089.555358655285
8,418.84700631962994,3098.4688930874977,5831.511017004365,1819.99846244055,5179.574819206463,2954.096302039221,4732.281417681934,11839.884404195713,1510.5606684474558,3160.4991595543684,24212.1635494169,8256.114300605903
9,367.70584077138574,2720.146240145938,5119.4842725910485,1597.7768844875889,4547.149400612418,2593.401523877777,4154.470465828393,10394.236042738941,1326.121405303277,2774.602619063131,21255.86149716594,7248.043807414164
10,239.6836992637957,1773.087726887745,3337.0612938953677,1041.4876017981628,2963.993139618216,1690.4710287315133,2708.031092579321,6775.331445696788,864.4129324385954,1808.5843247117075,13855.323875171021,4724.531839207766
11,1239.6526744413318,9170.47320867809,17259.400495146263,5386.61116685126,15329.878643559841,8743.1766877321,14006.033771581211,35042.256827154866,4470.7746367841555,9354.062883575478,71660.23117076031,24435.447833735096
12,304.08198579712035,2249.4814567724284,4233.663899928334,1321.3147957521662,3760.359684670011,2144.6672799530916,3435.6256798488503,8595.729483353964,1096.6636523552022,2294.51529089843,17577.976352856862,5993.920437813538
